,Unnamed: 0,Equation Number,eqn,soln,metrics
36,36,48,"(-1x + 2) = (3x + (-4))
","(-1x + 2) = (3x + (-4))
|((-1x + 2) - 2) = ((3x + (-4)) - 2)|(-1x + (2 - 2)) = ((3x + (-4)) - 2)|(-1x + (2 - 2)) = (3x + ((-4) - 2))|(-1x + (2 - 2)) = (((-4) - 2) + 3x)|(-1x + 0) = (((-4) - 2) + 3x)|((-1x + 0) - 3x) = ((((-4) - 2) + 3x) - 3x)|((-1x + 0) - 3x) = (((-4) - 2) + (3x - 3x))|(-1x - 3x) = (((-4) - 2) + (3x - 3x))|(((-4) - 2) + (3x - 3x)) = (-1x - 3x)|(((-4) - 2) + (3x - 3x)) = (((-1) - 3) * x)|(((-4) - 2) + 0) = (((-1) - 3) * x)|(((-4) - 2) + 0) = -4x|((((-4) - 2) + 0) / (-4)) = (-4x / (-4))|((((-4) - 2) + 0) / (-4)) = ((x * (-4)) / (-4))|((((-4) - 2) + 0) / (-4)) = (x * ((-4) / (-4)))|((((-4) - 2) + 0) / (-4)) = (x * 1)|(x * 1) = ((((-4) - 2) + 0) / (-4))|x = ((((-4) - 2) + 0) / (-4))|x = (((-6) + 0) / (-4))|x = ((-6) / (-4))|x = [3/2]",41
37,37,49,"(-1x + 2x) = ((-3) + 4)
","(-1x + 2x) = ((-3) + 4)
|(((-1) + 2) * x) = ((-3) + 4)|1x = ((-3) + 4)|1x = 1|x = 1",10
38,38,50,"1x = (2 + 3)
","1x = (2 + 3)
|1x = 5|x = 5",4
39,39,53,"1 = -2x
","1 = -2x
|-2x = 1|(x * (-2)) = 1|((x * (-2)) / (-2)) = (1 / (-2))|(x * ((-2) / (-2))) = (1 / (-2))|(x * 1) = (1 / (-2))|x = (1 / (-2))|x = ([-1/2])",12
40,40,55,"-1x = (-2)
","-1x = (-2)
|(-1x * (-1)) = ((-2) * (-1))|((x * (-1)) * (-1)) = ((-2) * (-1))|(x * ((-1) * (-1))) = ((-2) * (-1))|(x * 1) = ((-2) * (-1))|x = ((-2) * (-1))|x = 2",12
41,41,56,"((-1) + -2x) = (3 + -4x)
","((-1) + -2x) = (3 + -4x)
|(((-1) + -2x) - -4x) = ((3 + -4x) - -4x)|((3 + -4x) - -4x) = (((-1) + -2x) - -4x)|(3 + (-4x - -4x)) = (((-1) + -2x) - -4x)|(3 + (((-4) - (-4)) * x)) = (((-1) + -2x) - -4x)|(3 + (((-4) - (-4)) * x)) = ((-1) + (-2x - -4x))|(3 + (((-4) - (-4)) * x)) = ((-1) + (((-2) - (-4)) * x))|(3 + (((-4) - (-4)) * x)) = ((((-2) - (-4)) * x) + (-1))|(3 + (-4x - -4x)) = ((((-2) - (-4)) * x) + (-1))|((3 + (-4x - -4x)) - (-1)) = (((((-2) - (-4)) * x) + (-1)) - (-1))|((3 + 0) - (-1)) = (((((-2) - (-4)) * x) + (-1)) - (-1))|((3 + 0) - (-1)) = ((((-2) - (-4)) * x) + ((-1) - (-1)))|((3 + 0) - (-1)) = ((((-2) - (-4)) * x) + 0)|((((-2) - (-4)) * x) + 0) = ((3 + 0) - (-1))|((((-2) - (-4)) * x) + 0) = (3 - (-1))|(((-2) - (-4)) * x) = (3 - (-1))|2x = (3 - (-1))|(2x / 2) = ((3 - (-1)) / 2)|((x * 2) / 2) = ((3 - (-1)) / 2)|(x * (2 / 2)) = ((3 - (-1)) / 2)|(x * 1) = ((3 - (-1)) / 2)|x = ((3 - (-1)) / 2)|x = (4 / 2)|x = 2",44
42,42,57,"(((-1) / x) + (-2)) = 3
","(((-1) / x) + (-2)) = 3
|((((-1) / x) + (-2)) - (-2)) = (3 - (-2))|((((-1) / x) + (-2)) - (-2)) = 5|(((-1) / x) + ((-2) - (-2))) = 5|(((-1) / x) + 0) = 5|((((-1) / x) + 0) / 5) = (5 / 5)|(((((-1) / x) + 0) / 5) * x) = ((5 / 5) * x)|((((-1) / x) / 5) * x) = ((5 / 5) * x)|(x * (((-1) / x) / 5)) = ((5 / 5) * x)|((x * ((-1) / x)) / 5) = ((5 / 5) * x)|(((x * (-1)) / x) / 5) = ((5 / 5) * x)|(((x * (-1)) / x) / 5) = 1x|((-1x / x) / 5) = 1x|((-1x / x) / 5) = x|x = ((-1x / x) / 5)|x = (((-1) * (x / x)) / 5)|x = (((-1) * 1) / 5)|x = ((-1) / 5)|x = ([-1/5])",41
43,43,58,"1 = ((-2) + (3 / x))
","1 = ((-2) + (3 / x))
|1 = ((3 / x) + (-2))|(1 - (-2)) = (((3 / x) + (-2)) - (-2))|3 = (((3 / x) + (-2)) - (-2))|(3 / 3) = ((((3 / x) + (-2)) - (-2)) / 3)|((3 / 3) * x) = (((((3 / x) + (-2)) - (-2)) / 3) * x)|1x = (((((3 / x) + (-2)) - (-2)) / 3) * x)|x = (((((3 / x) + (-2)) - (-2)) / 3) * x)|x = ((((3 / x) + ((-2) - (-2))) / 3) * x)|x = ((((3 / x) + 0) / 3) * x)|x = (x * (((3 / x) + 0) / 3))|x = (x * ((3 / x) / 3))|x = ((x * (3 / x)) / 3)|x = (((x * 3) / x) / 3)|x = ((3x / x) / 3)|x = ((3 * (x / x)) / 3)|x = ((3 * 1) / 3)|x = (3 / 3)|x = 1",40
44,44,59,"(((-1) / x) + 2) = 3
","(((-1) / x) + 2) = 3
|((((-1) / x) + 2) - 2) = (3 - 2)|(((-1) / x) + (2 - 2)) = (3 - 2)|(((-1) / x) + 0) = (3 - 2)|(((-1) / x) + 0) = 1|((((-1) / x) + 0) * x) = 1x|(x * (((-1) / x) + 0)) = 1x|(x * ((-1) / x)) = 1x|((x * (-1)) / x) = 1x|(-1x / x) = 1x|((-1) * (x / x)) = 1x|((x / x) * (-1)) = 1x|(1 * (-1)) = 1x|1x = (1 * (-1))|x = (1 * (-1))|x = (-1)",29
45,45,60,"(1x + 2) = (3 - 4x)
","(1x + 2) = (3 - 4x)
|((1x + 2) - 2) = ((3 - 4x) - 2)|((1x + 2) - 2) = ((3 - 2) - 4x)|(1x + (2 - 2)) = ((3 - 2) - 4x)|(1x + 0) = ((3 - 2) - 4x)|1x = ((3 - 2) - 4x)|1x = ((3 - 2) + -4x)|(1x - -4x) = (((3 - 2) + -4x) - -4x)|((1 - (-4)) * x) = (((3 - 2) + -4x) - -4x)|5x = (((3 - 2) + -4x) - -4x)|5x = ((3 - 2) + (-4x - -4x))|5x = ((3 - 2) + 0)|(5x / 5) = (((3 - 2) + 0) / 5)|((x * 5) / 5) = (((3 - 2) + 0) / 5)|(x * (5 / 5)) = (((3 - 2) + 0) / 5)|(x * 1) = (((3 - 2) + 0) / 5)|x = (((3 - 2) + 0) / 5)|x = ((3 - 2) / 5)|x = (1 / 5)|x = [1/5]",35
46,46,61,"(1 + -2x) = 3
","(1 + -2x) = 3
|((1 + -2x) - 1) = (3 - 1)|((-2x + 1) - 1) = (3 - 1)|(-2x + (1 - 1)) = (3 - 1)|((x * (-2)) + (1 - 1)) = (3 - 1)|((x * (-2)) + 0) = (3 - 1)|(x * (-2)) = (3 - 1)|((x * (-2)) / (-2)) = ((3 - 1) / (-2))|(x * ((-2) / (-2))) = ((3 - 1) / (-2))|(x * 1) = ((3 - 1) / (-2))|x = ((3 - 1) / (-2))|x = (2 / (-2))|x = (-1)",22
47,47,63,"1x = (2x + 3)
","1x = (2x + 3)
|1x = (3 + 2x)|(1x - 2x) = ((3 + 2x) - 2x)|((1 - 2) * x) = ((3 + 2x) - 2x)|((1 - 2) * x) = (3 + (2x - 2x))|((1 - 2) * x) = (3 + 0)|((1 - 2) * x) = 3|-1x = 3|(x * (-1)) = 3|((x * (-1)) / (-1)) = (3 / (-1))|(x * ((-1) / (-1))) = (3 / (-1))|(x * 1) = (3 / (-1))|x = (3 / (-1))|x = (-3)",26
48,48,64,"((-1x - 2) + 3) = 4x
","((-1x - 2) + 3) = 4x
|(3 + (-1x - 2)) = 4x|((3 + (-1x - 2)) - -1x) = (4x - -1x)|((3 + (-1x - 2)) - -1x) = ((4 - (-1)) * x)|(3 + ((-1x - 2) - -1x)) = ((4 - (-1)) * x)|((4 - (-1)) * x) = (3 + ((-1x - 2) - -1x))|((4 - (-1)) * x) = (3 + ((-1x - -1x) - 2))|5x = (3 + ((-1x - -1x) - 2))|(5x / 5) = ((3 + ((-1x - -1x) - 2)) / 5)|((x * 5) / 5) = ((3 + ((-1x - -1x) - 2)) / 5)|((x * 5) / 5) = ((3 + (0 - 2)) / 5)|(x * (5 / 5)) = ((3 + (0 - 2)) / 5)|(x * 1) = ((3 + (0 - 2)) / 5)|x = ((3 + (0 - 2)) / 5)|x = ((3 + (-2)) / 5)|x = (1 / 5)|x = [1/5]",32
49,49,65,"((1 - 2) / 3) = x
","((1 - 2) / 3) = x
|x = ((1 - 2) / 3)|x = ((-1) / 3)|x = ([-1/3])",8
50,50,66,"(-1) = (2 + ((-3) / x))
","(-1) = (2 + ((-3) / x))
|((-1) - 2) = ((2 + ((-3) / x)) - 2)|((-1) - 2) = ((((-3) / x) + 2) - 2)|(-3) = ((((-3) / x) + 2) - 2)|(-3) = (((-3) / x) + (2 - 2))|(-3) = (((-3) / x) + 0)|((-3) / (-3)) = ((((-3) / x) + 0) / (-3))|(((-3) / (-3)) * x) = (((((-3) / x) + 0) / (-3)) * x)|1x = (((((-3) / x) + 0) / (-3)) * x)|x = (((((-3) / x) + 0) / (-3)) * x)|x = ((((-3) / x) / (-3)) * x)|x = (x * (((-3) / x) / (-3)))|x = ((x * ((-3) / x)) / (-3))|x = (((x * (-3)) / x) / (-3))|x = ((-3x / x) / (-3))|x = (((-3) * (x / x)) / (-3))|x = (((-3) * 1) / (-3))|x = ((-3) / (-3))|x = 1",39
51,51,67,"-1x = -2x
","-1x = -2x
|(-1x - -2x) = (-2x - -2x)|(((-1) - (-2)) * x) = (-2x - -2x)|1x = (-2x - -2x)|1x = 0|x = 0",12
52,52,68,"(1x + (-2)) = (-3x + (-4))
","(1x + (-2)) = (-3x + (-4))
|((1x + (-2)) - (-2)) = ((-3x + (-4)) - (-2))|((1x + (-2)) - (-2)) = (((-4) + -3x) - (-2))|(1x + ((-2) - (-2))) = (((-4) + -3x) - (-2))|(1x + 0) = (((-4) + -3x) - (-2))|((1x + 0) - -3x) = ((((-4) + -3x) - (-2)) - -3x)|((1x + 0) - -3x) = (((-4) + (-3x - (-2))) - -3x)|((1x + 0) - -3x) = ((-4) + ((-3x - (-2)) - -3x))|((1x + 0) - -3x) = ((-4) + ((-3x - -3x) - (-2)))|((1x + 0) - -3x) = (((-4) + (-3x - -3x)) - (-2))|((1x + 0) - -3x) = (((-4) + 0) - (-2))|((1x + 0) - -3x) = ((-4) - (-2))|(1x - -3x) = ((-4) - (-2))|((1 - (-3)) * x) = ((-4) - (-2))|4x = ((-4) - (-2))|(4x / 4) = (((-4) - (-2)) / 4)|((x * 4) / 4) = (((-4) - (-2)) / 4)|(x * (4 / 4)) = (((-4) - (-2)) / 4)|(x * 1) = (((-4) - (-2)) / 4)|x = (((-4) - (-2)) / 4)|x = ((-2) / 4)|x = ([-1/2])",39
53,53,69,"(-1x + (-2)) = (-3)
","(-1x + (-2)) = (-3)
|((-1x + (-2)) - (-2)) = ((-3) - (-2))|(-1x + ((-2) - (-2))) = ((-3) - (-2))|(-1x + 0) = ((-3) - (-2))|((-1x + 0) * (-1)) = (((-3) - (-2)) * (-1))|(-1x * (-1)) = (((-3) - (-2)) * (-1))|((x * (-1)) * (-1)) = (((-3) - (-2)) * (-1))|(x * ((-1) * (-1))) = (((-3) - (-2)) * (-1))|(x * 1) = (((-3) - (-2)) * (-1))|(x * 1) = ((-1) * (-1))|x = ((-1) * (-1))|x = 1",21
54,54,70,"(-1x - 2) = (3 + 4x)
","(-1x - 2) = (3 + 4x)
|((-1x - 2) - 4x) = ((3 + 4x) - 4x)|((-1x - 4x) - 2) = ((3 + 4x) - 4x)|((3 + 4x) - 4x) = ((-1x - 4x) - 2)|((3 + 4x) - 4x) = ((((-1) - 4) * x) - 2)|(3 + (4x - 4x)) = ((((-1) - 4) * x) - 2)|(3 + (4x - 4x)) = ((((-1) - 4) * x) + (-2))|((3 + (4x - 4x)) - (-2)) = (((((-1) - 4) * x) + (-2)) - (-2))|((3 + 0) - (-2)) = (((((-1) - 4) * x) + (-2)) - (-2))|(3 + (0 - (-2))) = (((((-1) - 4) * x) + (-2)) - (-2))|(3 + (0 - (-2))) = ((((-1) - 4) * x) + ((-2) - (-2)))|(3 + (0 - (-2))) = ((((-1) - 4) * x) + 0)|(3 + (0 - (-2))) = (((-1) - 4) * x)|((0 - (-2)) + 3) = (((-1) - 4) * x)|((0 - (-2)) + 3) = -5x|-5x = ((0 - (-2)) + 3)|(x * (-5)) = ((0 - (-2)) + 3)|(x * (-5)) = (2 + 3)|(x * (-5)) = 5|((x * (-5)) / (-5)) = (5 / (-5))|(x * ((-5) / (-5))) = (5 / (-5))|(x * 1) = (5 / (-5))|x = (5 / (-5))|x = (-1)",43
55,55,71,"(-1x + 2) = (-3)
","(-1x + 2) = (-3)
|((-1x + 2) - 2) = ((-3) - 2)|(-1x + (2 - 2)) = ((-3) - 2)|((x * (-1)) + (2 - 2)) = ((-3) - 2)|((x * (-1)) + 0) = ((-3) - 2)|(x * (-1)) = ((-3) - 2)|((x * (-1)) * (-1)) = (((-3) - 2) * (-1))|(x * ((-1) * (-1))) = (((-3) - 2) * (-1))|(x * 1) = (((-3) - 2) * (-1))|x = (((-3) - 2) * (-1))|x = ((-5) * (-1))|x = 5",21
56,56,72,"((-1) + 2x) = 3
","((-1) + 2x) = 3
|(((-1) + 2x) - (-1)) = (3 - (-1))|((2x + (-1)) - (-1)) = (3 - (-1))|(2x + ((-1) - (-1))) = (3 - (-1))|(2x + 0) = (3 - (-1))|2x = (3 - (-1))|(2x / 2) = ((3 - (-1)) / 2)|((x * 2) / 2) = ((3 - (-1)) / 2)|(x * (2 / 2)) = ((3 - (-1)) / 2)|(x * 1) = ((3 - (-1)) / 2)|x = ((3 - (-1)) / 2)|x = (4 / 2)|x = 2",22
57,57,73,"(-1x + (-2)) = ((-3) + 4x)
","(-1x + (-2)) = ((-3) + 4x)
|((-1x + (-2)) - (-2)) = (((-3) + 4x) - (-2))|(-1x + ((-2) - (-2))) = (((-3) + 4x) - (-2))|(-1x + 0) = (((-3) + 4x) - (-2))|((-1x + 0) - 4x) = ((((-3) + 4x) - (-2)) - 4x)|((-1x + 0) - 4x) = (((4x + (-3)) - (-2)) - 4x)|((-1x + 0) - 4x) = ((4x + ((-3) - (-2))) - 4x)|((-1x + 0) - 4x) = ((((-3) - (-2)) + 4x) - 4x)|((-1x + 0) - 4x) = (((-3) - (-2)) + (4x - 4x))|((-1x + 0) - 4x) = (((-3) - (-2)) + 0)|(-1x - 4x) = (((-3) - (-2)) + 0)|(((-1) - 4) * x) = (((-3) - (-2)) + 0)|-5x = (((-3) - (-2)) + 0)|(x * (-5)) = (((-3) - (-2)) + 0)|((x * (-5)) / (-5)) = ((((-3) - (-2)) + 0) / (-5))|(x * ((-5) / (-5))) = ((((-3) - (-2)) + 0) / (-5))|(x * 1) = ((((-3) - (-2)) + 0) / (-5))|x = ((((-3) - (-2)) + 0) / (-5))|x = (((-1) + 0) / (-5))|x = ((-1) / (-5))|x = [1/5]",38
58,58,74,"(-1x + 2) = ((-3) + 4x)
","(-1x + 2) = ((-3) + 4x)
|((-1x + 2) - 2) = (((-3) + 4x) - 2)|(((-1x + 2) - 2) - 4x) = ((((-3) + 4x) - 2) - 4x)|((-1x + (2 - 2)) - 4x) = ((((-3) + 4x) - 2) - 4x)|((-1x + 0) - 4x) = ((((-3) + 4x) - 2) - 4x)|((-1x + 0) - 4x) = ((((-3) + 4x) - 4x) - 2)|((-1x + 0) - 4x) = (((-3) + (4x - 4x)) - 2)|((-1x + 0) - 4x) = (((-3) + 0) - 2)|(-1x - 4x) = (((-3) + 0) - 2)|(-1x - 4x) = ((-3) - 2)|(((-1) - 4) * x) = ((-3) - 2)|-5x = ((-3) - 2)|(x * (-5)) = ((-3) - 2)|((x * (-5)) / (-5)) = (((-3) - 2) / (-5))|(x * ((-5) / (-5))) = (((-3) - 2) / (-5))|(x * 1) = (((-3) - 2) / (-5))|x = (((-3) - 2) / (-5))|x = ((-5) / (-5))|x = 1",35
59,59,75,"((-1) + -2x) = (-3x + 4)
","((-1) + -2x) = (-3x + 4)
|(((-1) + -2x) - 4) = ((-3x + 4) - 4)|((-3x + 4) - 4) = (((-1) + -2x) - 4)|(((-3x + 4) - 4) - -2x) = ((((-1) + -2x) - 4) - -2x)|((-3x + (4 - 4)) - -2x) = ((((-1) + -2x) - 4) - -2x)|((-3x + 0) - -2x) = ((((-1) + -2x) - 4) - -2x)|((-3x + 0) - -2x) = ((((-1) + -2x) - -2x) - 4)|((-3x + 0) - -2x) = (((-1) + (-2x - -2x)) - 4)|((-3x + 0) - -2x) = (((-1) + 0) - 4)|((-3x + 0) - -2x) = ((-1) - 4)|(-3x - -2x) = ((-1) - 4)|(((-3) - (-2)) * x) = ((-1) - 4)|-1x = ((-1) - 4)|(x * (-1)) = ((-1) - 4)|((x * (-1)) * (-1)) = (((-1) - 4) * (-1))|(x * ((-1) * (-1))) = (((-1) - 4) * (-1))|(x * 1) = (((-1) - 4) * (-1))|x = (((-1) - 4) * (-1))|x = ((-5) * (-1))|x = 5",36
60,60,76,"((-1) - 2x) = (-3)
","((-1) - 2x) = (-3)
|(((-1) - 2x) - (-1)) = ((-3) - (-1))|(((-1) - (-1)) - 2x) = ((-3) - (-1))|(0 - 2x) = ((-3) - (-1))|(0 + -2x) = ((-3) - (-1))|-2x = ((-3) - (-1))|(x * (-2)) = ((-3) - (-1))|((x * (-2)) / (-2)) = (((-3) - (-1)) / (-2))|(x * ((-2) / (-2))) = (((-3) - (-1)) / (-2))|(x * ((-2) / (-2))) = ((-2) / (-2))|(x * 1) = ((-2) / (-2))|x = ((-2) / (-2))|x = 1",22
61,61,77,"(-1) = (-2x / (-3))
","(-1) = (-2x / (-3))
|(-2x / (-3)) = (-1)|((x * (-2)) / (-3)) = (-1)|(x * ((-2) / (-3))) = (-1)|(x * [2/3]) = (-1)|((x * [2/3]) / [2/3]) = ((-1) / [2/3])|(x * ([2/3] / [2/3])) = ((-1) / [2/3])|(x * 1) = ((-1) / [2/3])|x = ((-1) / [2/3])|x = ([-3/2])",21
62,62,79,"(((-1) / x) + (-2)) = (-3)
","(((-1) / x) + (-2)) = (-3)
|((((-1) / x) + (-2)) - (-2)) = ((-3) - (-2))|(((-1) / x) + ((-2) - (-2))) = ((-3) - (-2))|(((-1) / x) + 0) = ((-3) - (-2))|((-1) / x) = ((-3) - (-2))|(((-1) / x) * x) = (((-3) - (-2)) * x)|(x * ((-1) / x)) = (((-3) - (-2)) * x)|((x * (-1)) / x) = (((-3) - (-2)) * x)|(-1x / x) = (((-3) - (-2)) * x)|((-1) * (x / x)) = (((-3) - (-2)) * x)|((x / x) * (-1)) = (((-3) - (-2)) * x)|(1 * (-1)) = (((-3) - (-2)) * x)|(((-3) - (-2)) * x) = (1 * (-1))|-1x = (1 * (-1))|(x * (-1)) = (1 * (-1))|(x * (-1)) = (-1)|((x * (-1)) / (-1)) = ((-1) / (-1))|(x * ((-1) / (-1))) = ((-1) / (-1))|(x * 1) = ((-1) / (-1))|x = ((-1) / (-1))|x = 1",38
63,63,80,"(1x + (-2)) = ((-3) + -4x)
","(1x + (-2)) = ((-3) + -4x)
|((1x + (-2)) - (-2)) = (((-3) + -4x) - (-2))|(1x + ((-2) - (-2))) = (((-3) + -4x) - (-2))|(1x + 0) = (((-3) + -4x) - (-2))|((1x + 0) - -4x) = ((((-3) + -4x) - (-2)) - -4x)|((1x + 0) - -4x) = (((-4x + (-3)) - (-2)) - -4x)|((1x + 0) - -4x) = ((-4x + ((-3) - (-2))) - -4x)|((1x + 0) - -4x) = ((((-3) - (-2)) + -4x) - -4x)|((1x + 0) - -4x) = (((-3) - (-2)) + (-4x - -4x))|((1x + 0) - -4x) = (((-3) - (-2)) + 0)|((1x + 0) - -4x) = ((-3) - (-2))|(1x - -4x) = ((-3) - (-2))|((1 - (-4)) * x) = ((-3) - (-2))|5x = ((-3) - (-2))|(5x / 5) = (((-3) - (-2)) / 5)|((x * 5) / 5) = (((-3) - (-2)) / 5)|(x * (5 / 5)) = (((-3) - (-2)) / 5)|(x * 1) = (((-3) - (-2)) / 5)|x = (((-3) - (-2)) / 5)|x = ((-1) / 5)|x = ([-1/5])",38
64,64,81,"1x = (-2x - 3)
","1x = (-2x - 3)
|(1x - -2x) = ((-2x - 3) - -2x)|((1 - (-2)) * x) = ((-2x - 3) - -2x)|((1 - (-2)) * x) = ((-2x - -2x) - 3)|((1 - (-2)) * x) = (0 - 3)|3x = (0 - 3)|(x * 3) = (0 - 3)|(x * 3) = (-3)|((x * 3) / 3) = ((-3) / 3)|(x * (3 / 3)) = ((-3) / 3)|(x * 1) = ((-3) / 3)|x = ((-3) / 3)|x = (-1)",25
65,65,82,"(-1) = x
","(-1) = x
|x = (-1)",2
66,66,85,"x = ((1 - 2) / (-3))
","x = ((1 - 2) / (-3))
|x = ((-1) / (-3))|x = [1/3]",4
67,67,87,"1x = (2x / x)
","1x = (2x / x)
|x = (2x / x)|x = (2 * (x / x))|x = (2 * 1)|x = 2",8
68,68,88,"(1 + -2x) = (-3)
","(1 + -2x) = (-3)
|((1 + -2x) - 1) = ((-3) - 1)|((-2x + 1) - 1) = ((-3) - 1)|(-2x + (1 - 1)) = ((-3) - 1)|((x * (-2)) + (1 - 1)) = ((-3) - 1)|((x * (-2)) + 0) = ((-3) - 1)|(x * (-2)) = ((-3) - 1)|((x * (-2)) / (-2)) = (((-3) - 1) / (-2))|(x * ((-2) / (-2))) = (((-3) - 1) / (-2))|(x * 1) = (((-3) - 1) / (-2))|x = (((-3) - 1) / (-2))|x = ((-4) / (-2))|x = 2",22
69,69,89,"(-1x + 2) = (3 + -4x)
","(-1x + 2) = (3 + -4x)
|((-1x + 2) - 2) = ((3 + -4x) - 2)|(-1x + (2 - 2)) = ((3 + -4x) - 2)|((-1x + (2 - 2)) - -4x) = (((3 + -4x) - 2) - -4x)|((-1x + 0) - -4x) = (((3 + -4x) - 2) - -4x)|((-1x + 0) - -4x) = (((-4x + 3) - 2) - -4x)|((-1x + 0) - -4x) = ((-4x + (3 - 2)) - -4x)|(-1x - -4x) = ((-4x + (3 - 2)) - -4x)|(((-1) - (-4)) * x) = ((-4x + (3 - 2)) - -4x)|(((-1) - (-4)) * x) = (((3 - 2) + -4x) - -4x)|3x = (((3 - 2) + -4x) - -4x)|3x = ((3 - 2) + (-4x - -4x))|(x * 3) = ((3 - 2) + (-4x - -4x))|((x * 3) / 3) = (((3 - 2) + (-4x - -4x)) / 3)|((x * 3) / 3) = (((3 - 2) + 0) / 3)|(x * (3 / 3)) = (((3 - 2) + 0) / 3)|(x * 1) = (((3 - 2) + 0) / 3)|x = (((3 - 2) + 0) / 3)|x = ((3 - 2) / 3)|x = (1 / 3)|x = [1/3]",37
70,70,90,"1 = (2x + (-3))
","1 = (2x + (-3))
|(1 - (-3)) = ((2x + (-3)) - (-3))|(1 - (-3)) = (2x + ((-3) - (-3)))|(2x + ((-3) - (-3))) = (1 - (-3))|(2x + 0) = (1 - (-3))|2x = (1 - (-3))|(2x / 2) = ((1 - (-3)) / 2)|((x * 2) / 2) = ((1 - (-3)) / 2)|(x * (2 / 2)) = ((1 - (-3)) / 2)|(x * 1) = ((1 - (-3)) / 2)|x = ((1 - (-3)) / 2)|x = (4 / 2)|x = 2",23
71,71,91,"1 = ((2 / x) + (-3))
","1 = ((2 / x) + (-3))
|(1 - (-3)) = (((2 / x) + (-3)) - (-3))|4 = (((2 / x) + (-3)) - (-3))|(4 / 4) = ((((2 / x) + (-3)) - (-3)) / 4)|((4 / 4) * x) = (((((2 / x) + (-3)) - (-3)) / 4) * x)|1x = (((((2 / x) + (-3)) - (-3)) / 4) * x)|x = (((((2 / x) + (-3)) - (-3)) / 4) * x)|x = ((((2 / x) + ((-3) - (-3))) / 4) * x)|x = ((((2 / x) + 0) / 4) * x)|x = (x * (((2 / x) + 0) / 4))|x = ((x * ((2 / x) + 0)) / 4)|x = ((x * (2 / x)) / 4)|x = (((x * 2) / x) / 4)|x = ((2x / x) / 4)|x = ((2 * (x / x)) / 4)|x = ((2 * 1) / 4)|x = (2 / 4)|x = [1/2]",37
72,72,93,"(1x - -2x) = (-3)
","(1x - -2x) = (-3)
|((1 - (-2)) * x) = (-3)|3x = (-3)|(x * 3) = (-3)|((x * 3) / 3) = ((-3) / 3)|(x * (3 / 3)) = ((-3) / 3)|(x * 1) = ((-3) / 3)|x = ((-3) / 3)|x = (-1)",18
73,73,94,"(-1x + 2) = 3
","(-1x + 2) = 3
|((-1x + 2) - 2) = (3 - 2)|(-1x + (2 - 2)) = (3 - 2)|(-1x + 0) = (3 - 2)|((x * (-1)) + 0) = (3 - 2)|(x * (-1)) = (3 - 2)|((x * (-1)) * (-1)) = ((3 - 2) * (-1))|(x * ((-1) * (-1))) = ((3 - 2) * (-1))|(x * 1) = ((3 - 2) * (-1))|x = ((3 - 2) * (-1))|x = (1 * (-1))|x = (-1)",21
74,74,95,"(1 + -2x) = (3 + 4x)
","(1 + -2x) = (3 + 4x)
|((1 + -2x) - 4x) = ((3 + 4x) - 4x)|((3 + 4x) - 4x) = ((1 + -2x) - 4x)|(3 + (4x - 4x)) = ((1 + -2x) - 4x)|(3 + ((4 - 4) * x)) = ((1 + -2x) - 4x)|(3 + ((4 - 4) * x)) = (1 + (-2x - 4x))|(3 + ((4 - 4) * x)) = ((-2x - 4x) + 1)|(3 + ((4 - 4) * x)) = ((((-2) - 4) * x) + 1)|(3 + (4x - 4x)) = ((((-2) - 4) * x) + 1)|((3 + (4x - 4x)) - 1) = (((((-2) - 4) * x) + 1) - 1)|((3 + 0) - 1) = (((((-2) - 4) * x) + 1) - 1)|(3 + (0 - 1)) = (((((-2) - 4) * x) + 1) - 1)|(3 + (0 - 1)) = ((((-2) - 4) * x) + (1 - 1))|(3 + (0 - 1)) = ((((-2) - 4) * x) + 0)|((((-2) - 4) * x) + 0) = (3 + (0 - 1))|((((-2) - 4) * x) + 0) = (3 + (-1))|((((-2) - 4) * x) + 0) = 2|(((-2) - 4) * x) = 2|-6x = 2|(-6x / (-6)) = (2 / (-6))|((x * (-6)) / (-6)) = (2 / (-6))|(x * ((-6) / (-6))) = (2 / (-6))|(x * 1) = (2 / (-6))|x = (2 / (-6))|x = ([-1/3])",43
75,75,96,"(-1) = ((2x + 3x) - 4)
","(-1) = ((2x + 3x) - 4)
|(-1) = ((2x + 3x) + (-4))|((-1) - (-4)) = (((2x + 3x) + (-4)) - (-4))|((-1) - (-4)) = ((((2 + 3) * x) + (-4)) - (-4))|((((2 + 3) * x) + (-4)) - (-4)) = ((-1) - (-4))|(((2 + 3) * x) + ((-4) - (-4))) = ((-1) - (-4))|(((2 + 3) * x) + 0) = ((-1) - (-4))|(5x + 0) = ((-1) - (-4))|((5x + 0) / 5) = (((-1) - (-4)) / 5)|(((x * 5) + 0) / 5) = (((-1) - (-4)) / 5)|((x * 5) / 5) = (((-1) - (-4)) / 5)|(x * (5 / 5)) = (((-1) - (-4)) / 5)|(x * 1) = (((-1) - (-4)) / 5)|x = (((-1) - (-4)) / 5)|x = (3 / 5)|x = [3/5]",33
